n Particles;n Dimensions;n Metropolis Steps;Equilibration Fraction;Accepted Steps;Found Energy;Steepest Descent Time;Elapsed Time;n Parameters;Parameters (undefinedNumber)
2;3;10000;0.1;0.960885;4.58701;22.3094;0.198468;5;0.778322;0.001;2.82843;2.82843;0.0043
10;3;10000;0.1;0.501511;21.6345;173.727;5.04452;5;0.68266;0.001;2.82843;2.82843;0.0043
50;3;10000;0.1;0.147534;106.325;1065.28;271.118;5;0.773547;0.001;2.82843;2.82843;0.0043
100;3;10000;0.1;0.000362262;214.053;202.085;1795.22;5;0.708771;0.001;2.82843;2.82843;0.0043
