n Particles;n Dimensions;n Metropolis Steps;Equilibration Fraction;Accepted Steps;Found Energy;Steepest Descent Time;Elapsed Time;n Parameters;Parameters (undefinedNumber)
2;3;10000;0.1;0.970941;7.4642;0;0.16755;3;0.780745;0.001;2.82843
10;3;10000;0.1;0.692499;34.5701;0;2.96111;3;0.710547;0.001;2.82843
50;3;10000;0.1;0.103483;175.179;0;66.1967;3;0.801405;0.001;2.82843
